Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-02-13 00:00:00-05:00,1.6201283182409236,1.6933497726063989,1.6032957520223263,1.6916664838790894,76216000,0.0,0.0
2002-02-14 00:00:00-05:00,1.7127070992374458,1.7160735161409322,1.6706258445167579,1.6832501888275146,11021600,0.0,0.0
2002-02-15 00:00:00-05:00,1.6832501767652153,1.6874582379962297,1.6580014883246355,1.67483389377594,8389600,0.0,0.0
2002-02-19 00:00:00-05:00,1.6664175486654447,1.6664175486654447,1.578046981890474,1.607503890991211,7410400,0.0,0.0
2002-02-20 00:00:00-05:00,1.6159206597904248,1.6622099876403809,1.6032961517156292,1.6622099876403809,6892800,0.0,0.0
2002-02-21 00:00:00-05:00,1.6563182533334786,1.6706258867210497,1.6411689755669618,1.6580015420913696,6976800,0.0,0.0
2002-02-22 00:00:00-05:00,1.6706259454888581,1.6706259454888581,1.6159203431510243,1.6285446882247925,3525600,0.0,0.0
2002-02-25 00:00:00-05:00,1.6243363857056468,1.653793296436526,1.6058206912166149,1.6411689519882202,3453600,0.0,0.0
2002-02-26 00:00:00-05:00,1.6327526688469336,1.6580015182707941,1.6066623355834684,1.6411689519882202,2761600,0.0,0.0
2002-02-27 00:00:00-05:00,1.628544785452402,1.6293864299112022,1.5990878715034638,1.6117122173309326,4091200,0.0,0.0
2002-02-28 00:00:00-05:00,1.6159201736667415,1.6369608000919478,1.607503890991211,1.607503890991211,2751200,0.0,0.0
2002-03-01 00:00:00-05:00,1.6032956675477572,1.6453769203498214,1.5974043178398265,1.63022780418396,1913600,0.0,0.0
2002-03-04 00:00:00-05:00,1.6369609141994854,1.6672593092052677,1.634435981062649,1.6580015420913696,3180800,0.0,0.0
2002-03-05 00:00:00-05:00,1.6495853051545457,1.6537933666401972,1.6125537540772406,1.6201283931732178,3444800,0.0,0.0
2002-03-06 00:00:00-05:00,1.619286760257976,1.6352776829659528,1.6159203431510243,1.6285446882247925,1316800,0.0,0.0
2002-03-07 00:00:00-05:00,1.6285445107374923,1.7337476424320688,1.6285445107374923,1.7185983657836914,2700800,0.0,0.0
2002-03-08 00:00:00-05:00,1.7084989468425034,1.7674127700552464,1.7084989468425034,1.7589964866638184,1600800,0.0,0.0
2002-03-11 00:00:00-05:00,1.7505804337845718,1.8010779802552812,1.7463723717983775,1.7817206382751465,5462400,0.0,0.0
2002-03-12 00:00:00-05:00,1.7674126866210116,1.8431589125136056,1.7674126866210116,1.784245252609253,5819200,0.0,0.0
2002-03-13 00:00:00-05:00,1.784245294523696,1.8094939835719392,1.7379558172322498,1.76909601688385,5063200,0.0,0.0
2002-03-14 00:00:00-05:00,1.7690965478015337,1.7842458299877806,1.753947265615287,1.7674132585525513,1696800,0.0,0.0
2002-03-15 00:00:00-05:00,1.7674131319873045,1.7758294171022253,1.6748343167777504,1.71270751953125,1708000,0.0,0.0
2002-03-18 00:00:00-05:00,1.7169152800306822,1.7169152800306822,1.6032958522691627,1.6243364810943604,2207200,0.0,0.0
2002-03-19 00:00:00-05:00,1.636961077598454,1.6411691393859726,1.5654229035197658,1.5738391876220703,3229600,0.0,0.0
2002-03-20 00:00:00-05:00,1.5612147498649418,1.5612147498649418,1.430762902387573,1.516608715057373,9236000,0.0,0.0
2002-03-21 00:00:00-05:00,1.5166084443391203,1.6201282914479573,1.5166084443391203,1.5780470371246338,4427200,0.0,0.0
2002-03-22 00:00:00-05:00,1.5780471618898289,1.648743687584674,1.55784817748091,1.6243364810943604,2494400,0.0,0.0
2002-03-25 00:00:00-05:00,1.641169199191137,1.667259536384488,1.614237217504159,1.6596848964691162,7571200,0.0,0.0
2002-03-26 00:00:00-05:00,1.6832502424280262,1.691666525745617,1.6647345475511288,1.6815669536590576,1816800,0.0,0.0
2002-03-27 00:00:00-05:00,1.6815671256525602,1.7674129353233832,1.674834130415276,1.733747959136963,1369600,0.0,0.0
2002-03-28 00:00:00-05:00,1.7253318308478314,1.7337481157866923,1.691666851619672,1.7000831365585327,1714400,0.0,0.0
2002-04-01 00:00:00-05:00,1.687458064854239,1.687458064854239,1.5990875038522436,1.6032955646514893,1880000,0.0,0.0
2002-04-02 00:00:00-05:00,1.5990873147190834,1.5990873147190834,1.5443817281630834,1.568788766860962,2098400,0.0,0.0
2002-04-03 00:00:00-05:00,1.5696309543285811,1.582255300130104,1.5519569023119022,1.5654228925704956,567200,0.0,0.0
2002-04-04 00:00:00-05:00,1.5612146115302794,1.6032958696365107,1.5612146115302794,1.5948797464370728,763200,0.0,0.0
2002-04-05 00:00:00-05:00,1.5948798227182854,1.63275286050896,1.5561649799346924,1.5561649799346924,837600,0.0,0.0
2002-04-08 00:00:00-04:00,1.5654229801682453,1.5654229801682453,1.4955680915951366,1.540174126625061,1558400,0.0,0.0
2002-04-09 00:00:00-04:00,1.5317578592777257,1.6159203754901883,1.5317578592777257,1.5948797464370728,3562400,0.0,0.0
2002-04-10 00:00:00-04:00,1.590671723831746,1.6032960707416646,1.5780473769218275,1.5923550128936768,1302400,0.0,0.0
2002-04-11 00:00:00-04:00,1.5915133392297345,1.5915133392297345,1.5570067167282104,1.5570067167282104,1444000,0.0,0.0
2002-04-12 00:00:00-04:00,1.5696308938438537,1.5696308938438537,1.5199749964810247,1.535965919494629,1236000,0.0,0.0
2002-04-15 00:00:00-04:00,1.531757788536328,1.5628978282015284,1.530916144149802,1.5620561838150024,1559200,0.0,0.0
2002-04-16 00:00:00-04:00,1.5780473225995113,1.6159205225528095,1.5780473225995113,1.5990879535675049,1225600,0.0,0.0
2002-04-17 00:00:00-04:00,1.620128604922712,1.704291129853762,1.620128604922712,1.6672595739364624,3348800,0.0,0.0
2002-04-18 00:00:00-04:00,1.6672595739364624,1.6958748452552017,1.6613682228756532,1.6672595739364624,984800,0.0,0.0
2002-04-19 00:00:00-04:00,1.6672591477644956,1.712706976663331,1.6672591477644956,1.7059739828109741,646400,0.0,0.0
2002-04-22 00:00:00-04:00,1.6958745331382716,1.6958745331382716,1.667259267086024,1.6832501888275146,772800,0.0,0.0
